tip_doc,codunicocli,monto,prob_value_contact,tea,ingreso_neto,mnt_ptm,sldvig_tcrsrcf,ant_ultprdallsf,nro_configuracion_6m,nro_transfer_6m,nro_producto_6m,cre_sldtotfinprm03,ctd_campecsm01,max_campecs06m,ctd_camptotm01,ctd_camptot06m,ctd_camptototrcnl06m,ctd_sms_received,prm_cnt_fee_amt_u7d,telefonos_6meses,prom_score_acepta_12meses,dif_no_gestionado_4meses,dif_contacto_efectivo_10meses,ctd_app_productos_m1,monto_consumos_ecommerce_tc,avg_sald_pas_3m,act_avg6m_max12m,act_1m_avg3m,pas_avg6m_max12m,pas_1m_avg6m,pas_1m_avg3m,prop_atm_4m,cnl_atm_p4m_p12m,cnl_age_p4m_p12m,max_nact_12m,nprod_1m,senthtml_1m,openhtml_1m,avg_openhtml_6m,bpitrx_1m,apppag_1m,cre_lin_tc_rccibk_m07,lin_tcrrstsf03m,max_usotcribksf06m,max_usotcrrstsf03m,prom_pct_saldopprcc6m,prm_lintcribksf03m,prom_sow_lintcribksf3m,prom_uso_tc_rccsf3m,dsv_svppallsf06m,prm_svprmlibdis06m,prm_svprmecs06m,flg_saltotppe12m,num_incrsaldispefe06m,seg_un,beta_pctusotcr12m,rat_disefepnm01,pct_usotcrm01,beta_saltotppe12m,ctd_entrdm01,prm_saltotrdpj03m,copamiento,monto_aceptado,deuda_financiera_total,deuda_ssff_score,uso_tc_alto,uso_tc_muy_alto,navegacion_app_web,engagement_digital,fraccion_deuda_ingreso,urgencia_financiera,contactabilidad,ssff_30d_mora_proxy,ssff_60d_mora_proxy,ssff_90d_mora_proxy,ssff_mora_total_proxy,ssff_mora_ratio,ssff_pressure_index,mora_reciente_flag,mora_antigua_flag,tenencia_productos,tenencia_configuraciones,tenencia_activa_ratio,deuda_por_tenencia,navegacion_app_web_total,navegacion_app_share,navegacion_web_share,engagement_web_ratio,engagement_app_ratio,touchpoint_sms_ratio,html_touchpoint_score,digital_activity_balance,ssff_mora_30d_score_ultimos_6m,ssff_mora_60d_score_ultimos_6m,ssff_mora_90d_score_ultimos_6m,ssff_mora_total_score_ultimos_6m,ssff_mora_ratio_ultimos_6m,ssff_pressure_index_ultimos_6m,mora_reciente_flag_ultimos_30d,mora_antigua_flag_ultimos_60d,num_productos_tenencia_ultimos_6m,num_configuraciones_tenencia_ultimos_6m,ratio_productos_activos_tenencia_ultimos_6m,deuda_por_producto_tenencia_ultimos_6m,interacciones_app_web_ultimos_1m,share_interacciones_app_ultimos_1m,share_interacciones_web_ultimos_1m,ratio_apertura_html_ultimos_1m,ratio_engagement_app_ultimos_1m,sms_touchpoints_ultimos_1m,html_touchpoints_ultimos_1m,balance_actividad_digital_ultimos_1m,target_venta
1,10812135,60000,0.3057448,39.13,8013.0,40000,1283.03,59.0,6.0,54.0,19.0,-0.032,1.0,1.0,6.0,33,31,0,0.0,2.0,0.0,0.0,0.0,0.0,1693.2433,558908.06,0.619,0.969,0.984,0.983,0.988,0.0,0.0,1.0,1.0,3.0,8.0,5.0,5.0,0.0,25.0,0.361,378080.0,0.101,0.021,0.0,54700.0,0.302,0.027,0.0,0.0,0.0,0.0,0.0,2.0,0.001,0.0,0.032,-220.739,3.0,7855.0234,0.921,0.0,-0.032,5470.0,0,0,38.0,25.0,0.0,7.487832,0.3057448,0.0,0.0,54700.0,5470.0,0.0,40958.44,0,0,19.0,6.0,0.34545454,-0.0016842105,38.0,0.65789473,0.21052632,1.0,10.0,0.0,18.0,3.0,0.0,0.0,54700.0,5470.0,0.0,40958.44,0,0,19.0,6.0,0.34545454,-0.0016842105,38.0,0.65789473,0.21052632,1.0,10.0,0.0,18.0,3.0,0.0
1,14002547,26800,0.20772618,50.93,3076.0,50800,1283.03,33.0,0.0,86.0,5.0,-0.401,1.0,1.0,7.0,37,7,0,0.0,2.0,0.0,0.0,0.0,4.0,87.3,4322.501,0.705,0.784,0.871,1.09,1.033,1.0,1.0,3.0,1.0,2.0,63.0,63.0,49.666668,0.0,1.0,0.0,0.0,0.109,0.0,0.0,31500.0,1.0,0.081,0.0,0.0,0.0,0.0,0.0,1.0,0.009,0.0,0.073,-220.739,1.0,7855.0234,0.992,27000.0,-0.401,3150.0,0,0,131.0,5.0,0.0,8.712614,0.20772618,0.0,0.0,31500.0,3150.0,0.0,27444.734,0,0,5.0,0.0,0.057471264,-0.0802,135.0,0.0074074073,0.46666667,1.2684563,0.25,0.0,189.0,6.0,0.0,0.0,31500.0,3150.0,0.0,27444.734,0,0,5.0,0.0,0.057471264,-0.0802,135.0,0.0074074073,0.46666667,1.2684563,0.25,0.0,189.0,6.0,1.0
1,15107705,2500,0.4265536,19.42,4624.0,0,1283.03,25.0,3.0,43.0,15.0,16.847,0.0,1.0,6.0,34,9,0,0.0,1.0,0.0,61.0,61.0,0.0,367.77,71.53,0.635,1.085,0.435,0.345,0.213,0.0,1.0,1.7142857,1.0,2.0,65.0,65.0,34.166668,0.0,0.0,1.85,0.0,0.811,0.0,0.0,10265.333,1.0,0.457,0.0,0.0,0.0,0.0,0.0,5.0,-0.056,0.0,0.35,-111.176,2.0,7855.0234,0.212,530.0,16.847,1026.5333,0,0,130.0,0.0,0.0036433823,0.54065746,0.4265536,0.0,0.0,10265.333,1026.5333,10.0,555.00287,0,0,15.0,3.0,0.3409091,1.1231333,130.0,0.0,0.5,1.902439,0.0,0.0,195.0,2.0,0.0,0.0,10265.333,1026.5333,10.0,555.00287,0,0,15.0,3.0,0.3409091,1.1231333,130.0,0.0,0.5,1.902439,0.0,0.0,195.0,2.0,1.0
1,11311200,32400,0.25025842,19.42,3402.0,35900,973.95,0.0,0.0,167.0,2.0,-0.505,1.0,1.0,7.0,45,12,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,145.243,0.757,0.881,0.402,0.218,0.696,1.0,1.0,1.0,1.0,2.0,69.0,0.0,1.8333334,0.0,8.0,-0.036,70576.14,0.165,0.048,0.0,20186.754,0.462,0.066,0.0,0.0,0.0,0.0,0.0,2.0,-0.019,0.0,0.074,-220.739,4.0,7855.0234,0.921,0.0,973.445,2018.6753,0,0,78.0,9.0,0.28613904,9.523809,0.25025842,0.0,0.0,20186.754,2018.6753,2.0737436,19225.479,0,0,2.0,0.0,0.011904762,486.7225,79.0,0.101265825,0.87341774,0.0,8.0,0.0,69.0,3.0,0.0,0.0,20186.754,2018.6753,2.0737436,19225.479,0,0,2.0,0.0,0.011904762,486.7225,79.0,0.101265825,0.87341774,0.0,8.0,0.0,69.0,3.0,0.0
1,10860547,16200,0.18711258,26.68,3556.0,21000,1283.03,28.0,8.0,317.0,1.0,-0.058,1.0,1.0,7.0,43,9,0,0.2857,2.0,0.0,0.0,0.0,0.0,583.8497,12111.899,0.459,0.737,0.929,0.954,0.968,1.0,1.0,1.0,1.0,4.0,38.0,5.0,2.6666667,0.0,4.0,0.0,0.0,0.886,0.0,0.0,5500.0,1.0,0.468,0.0,0.0,0.0,0.0,0.0,1.0,0.031,0.0,0.227,-220.739,1.0,7855.0234,0.921,0.0,-0.058,550.0,0,0,47.0,4.0,0.0,4.5556808,0.18711258,0.0,0.0,5500.0,550.0,0.0,2505.6243,0,0,1.0,8.0,0.003144654,-0.058,47.0,0.08510638,0.80851066,1.875,10.0,10.0,48.0,4.0,0.0,0.0,5500.0,550.0,0.0,2505.6243,0,0,1.0,8.0,0.003144654,-0.058,47.0,0.08510638,0.80851066,1.875,10.0,10.0,48.0,4.0,0.0
1,18255323,7700,0.1434927,50.93,1357.0,0,10090.68,11.0,4.0,39.0,40.0,68.561,0.0,1.0,7.0,28,6,1,0.7143,3.0,0.0,0.0,0.0,0.0,0.0,976.4,0.283,1.573,0.218,1.154,0.601,1.0,1.2222222,1.0,1.0,2.0,70.0,0.0,2.8333333,0.0,0.0,0.0,54000.0,0.366,0.616,0.0,3730.0,0.172,0.53,0.0,0.0,0.0,0.0,1.0,2.0,0.009,0.829,0.524,-220.739,3.0,7855.0234,0.299,2300.0,10159.241,373.0,1,0,70.0,0.0,7.4865446,5.6742816,0.1434927,0.0,0.0,3730.0,373.0,0.03671534,2116.507,0,0,40.0,4.0,1.0,253.98102,70.0,0.0,1.0,0.0,0.0,0.7143,70.0,2.0,0.0,0.0,3730.0,373.0,0.03671534,2116.507,0,0,40.0,4.0,1.0,253.98102,70.0,0.0,1.0,0.0,0.0,0.7143,70.0,2.0,1.0
1,11733922,11500,0.15425126,25.19,1799.0,0,1283.03,92.0,1.0,35.0,4.0,0.0,0.0,1.0,1.0,8,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,358.87952,0.48,0.976,0.44,0.966,1.0,1.0,1.0,1.0,1.0,2.0,56.0,1.0,2.1666667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-220.739,0.0,7855.0234,0.921,0.0,0.0,450.0,0,0,0.0,0.0,0.0,6.3924403,0.15425126,0.0,0.0,4500.0,450.0,10.0,2876.5981,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,450.0,10.0,2876.5981,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8409273,44300,0.44340748,23.73,7600.0,44200,6138.77,17.0,1.0,35.0,4.0,0.0,1.0,1.0,6.0,43,11,0,0.0,4.0,0.0,7.0,7.0,0.0,2580.5837,11.59,0.28,0.757,0.997,0.996,0.997,0.0,1.0,1.0,1.0,2.0,75.0,61.0,34.666668,0.0,0.0,0.095,58200.0,0.054,0.316,0.484,96000.0,0.832,0.048,8672.096,0.0,0.0,1.0,0.0,2.0,-0.006,0.0,0.067,-3246.79,4.0,7855.0234,0.921,0.0,6138.77,9600.0,0,1,136.0,0.0,0.8077329,5.8289475,0.44340748,0.0,0.0,96000.0,9600.0,1.5638312,55957.895,0,0,0.0,0.0,0.0,6138770000000.0,136.0,0.0,0.5514706,1.7596154,0.0,0.0,197.0,2.0,0.0,0.0,96000.0,9600.0,1.5638312,55957.895,0,0,0.0,0.0,0.0,6138770000000.0,136.0,0.0,0.5514706,1.7596154,0.0,0.0,197.0,2.0,0.0
1,9507769,5600,0.10443683,50.93,1999.0,0,1283.03,21.0,1.0,35.0,4.0,-0.002,1.0,1.0,4.0,27,6,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10417.018,0.48,0.976,0.679,1.033,1.026,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,900.0,0.0,0.0,0.0,1100.0,0.786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-220.739,0.0,7855.0234,0.921,0.0,-0.002,110.0,0,0,3.0,0.0,0.0,2.8014007,0.10443683,0.0,0.0,1100.0,110.0,0.0,308.15408,0,0,0.0,0.0,0.0,-2000000.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1100.0,110.0,0.0,308.15408,0,0,0.0,0.0,0.0,-2000000.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
1,15345775,45200,0.19234082,50.93,3436.0,62100,1283.03,30.0,93.0,124.0,8.0,-0.412,1.0,1.0,5.0,43,10,7,0.0,2.0,0.0,0.0,0.0,0.0,466.88,16002.34,0.429,0.192,0.729,0.755,0.748,1.0,1.0,1.0,1.0,2.0,70.0,2.0,3.3333333,0.0,2.0,0.28,73100.0,0.074,0.004,0.0,40666.668,0.625,0.018,0.0,0.0,0.0,0.0,0.0,1.0,-0.001,0.0,0.002,-220.739,1.0,7855.0234,0.921,0.0,-0.412,4066.6667,0,0,74.0,2.0,0.0,13.154831,0.19234082,0.0,0.0,40666.668,4066.6667,0.0,53496.312,0,0,8.0,93.0,0.064,-0.0515,74.0,0.027027028,0.9459459,0.6,10.0,0.0,74.0,2.0,0.0,0.0,40666.668,4066.6667,0.0,53496.312,0,0,8.0,93.0,0.064,-0.0515,74.0,0.027027028,0.9459459,0.6,10.0,0.0,74.0,2.0,0.0
1,16267625,3200,0.34817898,47.47,2100.0,0,1283.03,2.0,17.0,34.0,35.0,0.0,1.0,1.0,6.0,17,5,2,0.0,1.0,33.333332,117.0,117.0,1.0,0.0,15.617,0.689,1.092,0.428,0.598,0.448,0.0,1.0,1.0,1.0,2.0,74.0,5.0,5.25,0.0,0.0,0.0,0.0,0.19,0.0,0.0,2200.0,1.0,0.125,0.0,0.0,0.0,1.0,1.0,1.0,-0.006,0.908,0.185,-343.514,1.0,7855.0234,0.921,0.0,0.0,220.0,0,0,80.0,1.0,0.0,1.5238096,33.68151,0.0,0.0,2200.0,220.0,10.0,335.2381,0,0,35.0,17.0,1.0,0.0,81.0,0.0,0.91358024,0.95238096,0.0,0.0,84.0,3.0,0.0,0.0,2200.0,220.0,10.0,335.2381,0,0,35.0,17.0,1.0,0.0,81.0,0.0,0.91358024,0.95238096,0.0,0.0,84.0,3.0,0.0
1,9416833,8900,0.2670073,25.19,3419.0,0,26955.89,11.0,3.0,209.0,0.0,-0.491,1.0,1.0,8.0,46,12,1,0.0,7.0,8.333333,101.0,127.0,1.0,1347.12,2128.557,0.286,0.699,0.612,0.836,1.134,1.0,1.0,1.0,1.0,2.0,70.0,36.0,41.666668,0.0,2.0,0.0,66661.8,0.397,1.0,0.0,8430.0,0.275,0.971,0.0,0.0,0.0,0.0,1.0,2.0,0.02,0.0,0.508,-220.739,5.0,7855.0234,0.921,0.0,26955.398,843.0,1,0,109.0,3.0,7.884001,2.6031003,8.600341,0.0,0.0,8430.0,843.0,0.031273883,2194.4136,0,0,0.0,3.0,0.0,26955400000000.0,110.0,0.018181818,0.6363636,0.864,2.0,0.0,142.0,3.0,0.0,0.0,8430.0,843.0,0.031273883,2194.4136,0,0,0.0,3.0,0.0,26955400000000.0,110.0,0.018181818,0.6363636,0.864,2.0,0.0,142.0,3.0,0.0
1,9499725,23100,0.3655948,25.19,3899.0,16800,89.95,0.0,0.0,333.0,31.0,-0.162,1.0,1.0,5.0,35,9,2,0.0,2.0,0.0,0.0,0.0,0.0,300.58,505.827,0.666,1.125,0.459,1.705,2.337,1.0,1.0,1.0,1.0,2.0,56.0,1.0,3.3333333,0.0,13.0,0.623,40000.0,0.148,0.011,0.0,46666.668,0.778,0.077,0.0,0.0,0.0,0.0,0.0,5.0,-0.01,0.0,0.069,-220.739,2.0,7855.0234,0.921,0.0,89.788,4666.6665,0,0,13.0,13.0,0.023028469,5.924596,0.3655948,0.0,0.0,46666.668,4666.6665,10.0,27648.115,0,0,31.0,0.0,0.09281437,2.896387,13.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,46666.668,4666.6665,10.0,27648.115,0,0,31.0,0.0,0.09281437,2.896387,13.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0
1,12045670,14700,0.15833738,50.93,2520.0,7500,1283.03,3.0,2.0,8.0,1.0,0.0,1.0,1.0,6.0,39,10,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,275.8,0.48,0.976,0.883,1.133,1.011,0.0,1.0,1.0,1.0,1.0,67.0,5.0,3.1666667,0.0,0.0,0.0,23300.0,0.0,0.058,0.465,5600.0,0.42,0.031,2050.724,0.0,0.0,1.0,0.0,2.0,-0.001,0.0,0.025,-191.264,2.0,7855.0234,0.921,0.0,0.0,560.0,0,1,72.0,0.0,0.0,5.8333335,0.15833738,0.0,0.0,5600.0,560.0,10.0,3266.6667,0,0,1.0,2.0,0.11111111,0.0,72.0,0.0,0.9305556,1.5789474,0.0,0.0,77.0,1.0,0.0,0.0,5600.0,560.0,10.0,3266.6667,0,0,1.0,2.0,0.11111111,0.0,72.0,0.0,0.9305556,1.5789474,0.0,0.0,77.0,1.0,0.0
1,16995815,13200,0.4313654,50.93,1430.0,17400,1283.03,7.0,10.0,2.0,29.0,0.0,1.0,1.0,5.0,41,8,1,0.0,1.0,0.0,0.0,123.0,0.0,24.9,0.0,0.274,2.018,0.44,0.966,1.0,1.0,1.0,1.0,1.0,1.0,46.0,9.0,15.166667,0.0,0.0,1.507,50275.7,0.11,0.008,0.0,17233.332,0.505,0.021,0.0,0.0,0.0,0.0,0.0,1.0,-0.004,0.0,0.056,-220.739,1.0,7855.0234,0.921,0.0,0.0,1723.3333,0,0,55.0,0.0,0.0,9.230769,0.4313654,0.0,0.0,17233.332,1723.3333,10.0,15907.692,0,0,29.0,10.0,9.666667,0.0,55.0,0.0,0.8363636,0.5934066,0.0,0.0,64.0,1.0,0.0,0.0,17233.332,1723.3333,10.0,15907.692,0,0,29.0,10.0,9.666667,0.0,55.0,0.0,0.8363636,0.5934066,0.0,0.0,64.0,1.0,0.0
1,11773206,33500,0.25636223,19.42,950.0,46000,364.31,46.0,0.0,32.0,9.0,-0.001,1.0,1.0,6.0,40,8,0,0.0,2.0,0.0,0.0,0.0,0.0,8239.61,156486.45,0.507,0.891,0.974,0.995,0.983,1.0,1.0,1.0,1.0,2.0,67.0,76.0,62.666668,0.0,1.0,2.574,139800.0,0.233,0.029,0.065,37433.332,0.443,0.031,744.728,0.0,0.0,1.0,0.0,2.0,0.001,0.0,0.021,-545.374,3.0,7855.0234,0.921,0.0,364.309,3743.3333,0,0,144.0,1.0,0.38348317,35.263157,0.25636223,0.0,0.0,37433.332,3743.3333,10.0,132001.75,0,0,9.0,0.0,0.27272728,40.47878,144.0,0.0069444445,0.4652778,1.2127659,10.0,0.0,219.0,2.0,0.0,0.0,37433.332,3743.3333,10.0,132001.75,0,0,9.0,0.0,0.27272728,40.47878,144.0,0.0069444445,0.4652778,1.2127659,10.0,0.0,219.0,2.0,0.0
1,15625154,14600,0.24005514,50.93,2147.0,10300,545.31,7.0,104.0,31.0,0.0,-0.012,1.0,1.0,6.0,38,10,0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,22494.408,0.48,0.976,0.809,0.952,0.991,1.0,1.0,1.0,0.0,1.0,72.0,1.0,2.0,0.0,6.0,0.0,11400.0,0.0,0.144,0.0,6400.0,0.627,0.029,0.0,0.0,0.0,0.0,0.0,1.0,-0.002,0.0,0.054,-220.739,1.0,7855.0234,0.921,0.0,545.298,640.0,0,0,84.0,11.0,0.25398138,6.800186,0.24005514,0.0,0.0,6400.0,640.0,1.1736702,4352.119,0,0,0.0,104.0,0.0,545298000000.0,89.0,0.06741573,0.80898875,0.5,1.2,0.0,74.0,6.0,0.0,0.0,6400.0,640.0,1.1736702,4352.119,0,0,0.0,104.0,0.0,545298000000.0,89.0,0.06741573,0.80898875,0.5,1.2,0.0,74.0,6.0,0.0
1,10506725,16800,0.5705309,50.93,2292.0,0,2466.75,29.0,3.0,87.0,6.0,43.098,1.0,1.0,5.0,27,8,0,0.0,3.0,50.0,39.0,39.0,1.0,279.0,254.162,0.883,0.875,0.51,1.043,1.067,1.0,1.0,1.0,1.0,2.0,56.0,1.0,2.1666667,0.0,2.0,0.175,7500.0,0.778,0.987,0.0,6700.0,0.728,0.745,0.0,0.0,0.0,0.0,0.0,2.0,-0.015,0.0,0.791,-220.739,2.0,7855.0234,0.921,0.0,2509.848,670.0,1,0,3.0,3.0,1.0950471,7.329843,50.57053,0.0,0.0,6700.0,670.0,0.26694843,4910.9946,0,0,6.0,3.0,0.06818182,418.308,4.0,0.5,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,6700.0,670.0,0.26694843,4910.9946,0,0,6.0,3.0,0.06818182,418.308,4.0,0.5,0.0,0.0,2.0,0.0,0.0,3.0,0.0
1,15791130,800,0.33958665,19.42,3970.0,0,1283.03,33.0,1.0,35.0,4.0,0.0,0.0,0.0,2.0,19,6,0,0.0,1.0,0.0,40.0,265.0,0.0,0.0,0.0,0.495,1.044,0.44,0.966,1.0,0.0,1.0,1.0,1.0,1.0,71.0,8.0,4.8,0.0,2.0,0.0,9600.0,0.47,0.0,0.0,23600.0,0.881,0.243,0.0,0.0,0.0,0.0,0.0,5.0,0.017,0.0,0.315,-220.739,1.0,7855.0234,0.921,0.0,0.0,2360.0,0,0,79.0,0.0,0.0,0.20151134,0.33958665,0.0,0.0,23600.0,2360.0,10.0,475.56674,0,0,0.0,0.0,0.0,0.0,79.0,0.0,0.89873415,1.6666666,0.0,0.0,87.0,1.0,0.0,0.0,23600.0,2360.0,10.0,475.56674,0,0,0.0,0.0,0.0,0.0,79.0,0.0,0.89873415,1.6666666,0.0,0.0,87.0,1.0,0.0
1,9994050,9200,0.3191873,19.42,2103.0,0,574.38,29.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21,9,2,0.0,2.0,66.666664,0.0,0.0,0.0,490.73,0.0,0.576,0.799,0.44,0.966,1.0,0.0,0.0,1.0,1.0,1.0,43.0,0.0,0.16666667,0.0,2.0,0.0,16655.1,0.809,1.0,0.0,2600.0,0.319,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.007,0.029,0.787,-220.739,5.0,7855.0234,0.921,0.0,574.38,260.0,1,0,43.0,0.0,0.2731241,4.374703,66.985855,0.0,0.0,2600.0,260.0,0.452662,1137.4227,0,0,0.0,0.0,0.0,574380000000.0,43.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,2600.0,260.0,0.452662,1137.4227,0,0,0.0,0.0,0.0,574380000000.0,43.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0
1,16707310,50800,0.3388925,50.93,8534.0,25000,1283.03,24.0,0.0,32.0,9.0,-0.424,1.0,1.0,6.0,39,6,0,0.0,5.0,0.0,109.0,109.0,0.0,4733.845,6331.457,0.798,1.039,0.354,1.464,1.591,1.0,1.0,1.0,1.0,3.0,56.0,1.0,0.0,0.0,6.0,2.908,0.0,0.389,0.0,0.0,46900.0,1.0,0.069,0.0,0.0,0.0,0.0,0.0,2.0,-0.003,0.0,0.08,-220.739,1.0,7855.0234,0.921,0.0,-0.424,4690.0,0,0,6.0,6.0,0.0,5.95266,0.3388925,0.0,0.0,46900.0,4690.0,0.0,27917.975,0,0,9.0,0.0,0.27272728,-0.047111113,6.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,46900.0,4690.0,0.0,27917.975,0,0,9.0,0.0,0.27272728,-0.047111113,6.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0
1,14889144,9000,0.45563376,26.68,2648.0,0,19485.87,29.0,4.0,67.0,3.0,-0.664,0.0,0.0,4.0,24,8,0,0.0,1.0,100.0,42.0,0.0,0.0,245.35,1466.217,0.26,1.524,0.588,0.435,0.512,1.0,1.0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,-0.016,88143.31,0.604,0.668,0.0,9500.0,0.244,0.444,0.0,0.0,59.47,0.0,1.0,4.0,0.005,0.749,0.504,-220.739,4.0,20387.656,0.921,0.0,19485.205,1009.47,0,0,13.0,0.0,7.3584614,3.3987916,100.455635,59.47,0.0,9500.0,1009.47,0.051806998,3430.978,1,0,3.0,4.0,0.04411765,6495.069,13.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,59.47,0.0,9500.0,1009.47,0.051806998,3430.978,1,0,3.0,4.0,0.04411765,6495.069,13.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0
1,10375894,3200,0.3136653,25.19,2045.0,0,5707.83,28.0,0.0,21.0,1.0,-0.7,1.0,1.0,5.0,26,8,1,0.0,2.0,100.0,0.0,0.0,0.0,0.0,1847.61,0.357,1.412,0.299,3.35,2.341,1.0,1.3333334,1.0,1.0,2.0,67.0,11.0,5.3333335,0.0,0.0,0.0,39003.0,0.243,0.483,0.0,17700.0,0.577,0.121,0.0,0.0,0.0,1.0,1.0,2.0,0.004,0.035,0.078,-220.739,3.0,7855.0234,0.921,0.0,5707.13,1770.0,0,0,78.0,0.0,2.7907727,1.5647922,100.31367,0.0,0.0,17700.0,1770.0,0.31013837,2769.6821,0,0,1.0,0.0,0.045454547,5707.13,78.0,0.0,0.85897434,2.0625,0.0,0.0,89.0,2.0,0.0,0.0,17700.0,1770.0,0.31013837,2769.6821,0,0,1.0,0.0,0.045454547,5707.13,78.0,0.0,0.85897434,2.0625,0.0,0.0,89.0,2.0,0.0
1,9603747,58200,0.23013887,19.42,4834.0,79900,1283.03,73.0,0.0,247.0,1.0,0.077,1.0,1.0,7.0,46,11,0,0.0,2.0,0.0,0.0,0.0,0.0,1358.0809,56351.52,0.44,1.903,0.783,1.265,1.057,1.0,1.0,1.0,1.0,5.0,69.0,14.0,3.5,0.0,5.0,0.0,17100.0,0.01,0.0,0.0,30000.0,0.84,0.003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-220.739,1.0,7855.0234,0.921,0.0,0.077,3000.0,0,0,88.0,5.0,1.5928837e-05,12.039719,0.23013887,0.0,0.0,30000.0,3000.0,10.0,36119.156,0,0,1.0,0.0,0.004032258,0.077,88.0,0.056818184,0.78409094,4.0,10.0,0.0,97.0,5.0,0.0,0.0,30000.0,3000.0,10.0,36119.156,0,0,1.0,0.0,0.004032258,0.077,88.0,0.056818184,0.78409094,4.0,10.0,0.0,97.0,5.0,0.0
1,13415699,3400,0.41931728,26.68,3126.0,0,5922.21,4.0,6.0,0.0,5.0,0.0,1.0,1.0,5.0,30,8,0,0.4286,8.0,0.0,7.0,7.0,1.0,1573.7,0.0,0.644,1.499,0.44,0.966,1.0,1.0,1.25,1.0,1.0,1.0,62.0,2.0,2.0,0.0,0.0,0.0,97702.92,0.208,0.344,0.385,21400.0,0.397,0.21,629.463,0.0,0.0,1.0,0.0,2.0,-0.084,0.0,0.212,-1332.364,6.0,7855.0234,0.921,0.0,5922.21,2140.0,0,1,65.0,1.0,1.894501,1.087652,0.41931728,0.0,0.0,21400.0,2140.0,0.36135158,2327.5752,0,0,5.0,6.0,5.0,1184.442,66.0,0.0,0.93939394,1.0,0.0,10.0,66.0,2.0,0.0,0.0,21400.0,2140.0,0.36135158,2327.5752,0,0,5.0,6.0,5.0,1184.442,66.0,0.0,0.93939394,1.0,0.0,10.0,66.0,2.0,0.0
1,15564539,10500,0.068317264,19.42,2093.0,9400,1283.03,28.0,1.0,35.0,4.0,0.494,1.0,1.0,6.0,43,9,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,560.452,0.48,0.976,0.78,1.281,1.139,0.5,0.75,1.0,0.0,1.0,30.0,3.0,1.6666666,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-220.739,0.0,7855.0234,0.921,0.0,0.494,200.0,0,0,33.0,0.0,0.00023602485,5.016722,0.068317264,0.0,0.0,2000.0,200.0,10.0,1003.3445,0,0,0.0,0.0,0.0,494000000.0,33.0,0.0,0.90909094,1.8,0.0,0.0,36.0,1.0,0.0,0.0,2000.0,200.0,10.0,1003.3445,0,0,0.0,0.0,0.0,494000000.0,33.0,0.0,0.90909094,1.8,0.0,0.0,36.0,1.0,0.0
